flower,time
0,0.000126357
0,0.0017429
0,0.00826147
0,0.0240962
0,0.0416289
0,0.0579833
0,0.0731371
0,0.0908204
0,0.106049
0,0.123006
0,0.141628
0,0.156145
0,0.173178
0,0.189637
0,0.207982
0,0.222759
0,0.239942
0,0.257185
0,0.273258
0,0.290338
0,0.306372
0,0.324086
0,0.340088
0,0.356096
0,0.37463
0,0.390046
0,0.40746
0,0.424538
0,0.440338
0,0.457049
0,0.474125
0,0.491108
0,0.507077
0,0.524268
0,0.539388
0,0.557801
0,0.572734
0,0.590032
0,0.60639
0,0.622977
0,0.63987
0,0.65695
0,0.673563
0,0.689945
0,0.708036
0,0.723325
0,0.741239
0,0.756465
0,0.7728
0,0.790478
0,0.807498
0,0.823147
0,0.839744
0,0.856229
0,0.874271
0,0.891736
0,0.907872
0,0.922849
0,0.941022
0,0.956201
0,0.973804
0,0.989645
0,1.00674
0,1.02294
0,1.04098
0,1.05743
0,1.07455
0,1.09029
0,1.10673
0,1.12287
0,1.13994
0,1.15673
0,1.17393
0,1.19104
0,1.20622
0,1.22368
0,1.24045
0,1.25698
0,1.27272
0,1.28951
0,1.30781
0,1.3244
0,1.34033
0,1.35763
0,1.37316
0,1.3906
0,1.40732
0,1.42282
0,1.44182
0,1.45678
0,1.47393
0,1.48946
12.1541,1.50639
12.1541,1.52317
12.1541,1.54043
12.1541,1.55663
12.1541,1.57291
12.1541,1.59037
12.1541,1.60706
12.1541,1.62474
12.1541,1.64004
12.1541,1.65757
12.1541,1.67287
12.1541,1.68985
12.1541,1.70607
12.1541,1.72275
12.1541,1.74073
12.1541,1.75774
12.1541,1.77324
12.1541,1.79023
12.1541,1.80648
12.1541,1.8244
12.1541,1.84061
12.1541,1.85651
12.1541,1.87401
12.1541,1.89094
12.1541,1.90644
12.1541,1.92543
12.1541,1.94062
12.1541,1.95774
12.1541,1.9748
12.1541,1.98948
12.1541,2.0063
12.1541,2.02433
12.1541,2.04125
12.1541,2.05664
12.1541,2.07376
12.1541,2.08951
12.1541,2.10744
12.1541,2.12343
12.1541,2.13952
12.1541,2.15712
12.1541,2.17372
12.1541,2.19174
12.1541,2.20886
12.1541,2.22456
12.1541,2.23971
12.1541,2.25658
12.1541,2.27286
12.1541,2.28975
12.1541,2.30721
12.1541,2.32436
12.1541,2.33974
12.1541,2.3568
12.1541,2.37439
12.1541,2.39117
12.1541,2.40666
12.1541,2.42398
12.1541,2.43971
12.1541,2.45717
12.1541,2.47381
12.1541,2.48964
12.1541,2.50848
12.1541,2.5232
12.1541,2.54017
12.1541,2.55701
12.1541,2.57306
12.1541,2.5919
12.1541,2.60714
12.1541,2.623
12.1541,2.63949
12.1541,2.65714
12.1541,2.67381
12.1541,2.69175
12.1541,2.70662
12.1541,2.72411
12.1541,2.74122
12.1541,2.75767
12.1541,2.77289
12.1541,2.78989
12.1541,2.80687
12.1541,2.82384
12.1541,2.84053
12.1541,2.85653
12.1541,2.87317
12.1541,2.89067
12.1541,2.90662
14.0786,2.92278
14.0786,2.9408
14.0786,2.95715
14.0786,2.97285
14.0786,2.99054
14.0786,3.00776
14.0786,3.02299
14.0786,3.03966
14.0786,3.05623
14.0786,3.07337
14.0786,3.09078
14.0786,3.108
14.0786,3.12314
14.0786,3.1404
14.0786,3.15635
14.0786,3.174
14.0786,3.18971
14.0786,3.20781
14.0786,3.22349
14.0786,3.23986
14.0786,3.25739
14.0786,3.27402
14.0786,3.28946
14.0786,3.30735
14.0786,3.32389
14.0786,3.33963
14.0786,3.35851
14.0786,3.37333
14.0786,3.39053
14.0786,3.40702
14.0786,3.42511
14.0786,3.43981
14.0786,3.45712
14.0786,3.4732
14.0786,3.4901
14.0786,3.50757
14.0786,3.52428
14.0786,3.53972
14.0786,3.55685
14.0786,3.57452
14.0786,3.58992
14.0786,3.60693
14.0786,3.62294
14.0786,3.64001
14.0786,3.65794
14.0786,3.67521
14.0786,3.68997
14.0786,3.70708
14.0786,3.72336
14.0786,3.73944
14.0786,3.75729
14.0786,3.77381
14.0786,3.79126
14.0786,3.80785
14.0786,3.82315
14.0786,3.84209
14.0786,3.85734
14.0786,3.87471
14.0786,3.88945
14.0786,3.90651
14.0786,3.92327
14.0786,3.94039
14.0786,3.95739
14.0786,3.97419
14.0786,3.98969
14.0786,4.00686
14.0786,4.0242
14.0786,4.0399
14.0786,4.0565
14.0786,4.07414
14.0786,4.09077
14.0786,4.10624
14.0786,4.12454
14.0786,4.14024
14.0786,4.15744
14.0786,4.17382
14.0786,4.18951
14.0786,4.20786
14.0786,4.22293
14.0786,4.24005
14.0786,4.2562
14.0786,4.27392
14.0786,4.29043
14.0786,4.30733
14.0786,4.32306
14.1325,4.34007
14.1325,4.35777
14.1325,4.37436
14.1325,4.3898
14.1325,4.40663
14.1325,4.42404
14.1325,4.44005
14.1325,4.45795
14.1325,4.47318
14.1325,4.48971
14.1325,4.50693
14.1325,4.52381
14.1325,4.53952
14.1325,4.55696
14.1325,4.57467
14.1325,4.58965
14.1325,4.60681
14.1325,4.62434
14.1325,4.64023
14.1325,4.65695
14.1325,4.67502
14.1325,4.69062
14.1325,4.70808
14.1325,4.7271
14.1325,4.74074
14.1325,4.75637
14.1325,4.77309
14.1325,4.79049
14.1325,4.80734
14.1325,4.82311
14.1325,4.83955
14.1325,4.85613
14.1325,4.87324
14.1325,4.89019
14.1325,4.90753
14.1325,4.92307
14.1325,4.93975
14.1325,4.95773
14.1325,4.97433
14.1325,4.98969
14.1325,5.00858
14.1325,5.02381
14.1325,5.04208
14.1325,5.05745
14.1325,5.07507
14.1325,5.08954
14.1325,5.1062
14.1325,5.12359
14.1325,5.14077
14.1325,5.15795
14.1325,5.17303
14.1325,5.19031
14.1325,5.20624
14.1325,5.22433
14.1325,5.24029
14.1325,5.25657
14.1325,5.27428
14.1325,5.29072
14.1325,5.30652
14.1325,5.32333
14.1325,5.34081
14.1325,5.35838
14.1325,5.37283
14.1325,5.3895
14.1325,5.40635
14.1325,5.42409
14.1325,5.44112
14.1325,5.45637
14.1325,5.47307
14.1325,5.49204
14.1325,5.50731
14.1325,5.5232
14.1325,5.54094
14.1325,5.55652
14.1325,5.57322
14.1325,5.5908
14.1325,5.60783
14.1325,5.6231
14.1325,5.64066
14.1325,5.65715
14.1325,5.67281
14.1325,5.69111
14.1325,5.70624
14.1325,5.72323
14.1325,5.7398
14.1509,5.75764
14.1509,5.77437
14.1509,5.78965
14.1509,5.80646
14.1509,5.82338
14.1509,5.84113
14.1509,5.85778
14.1509,5.87322
14.1509,5.89171
14.1509,5.90708
14.1509,5.92311
14.1509,5.9412
14.1509,5.95617
14.1509,5.97318
14.1509,5.99055
14.1509,6.0075
14.1509,6.0229
14.1509,6.04071
14.1509,6.05634
14.1509,6.07282
14.1509,6.09004
14.1509,6.10681
14.1509,6.12289
14.1509,6.14079
14.1509,6.15648
14.1509,6.1745
14.1509,6.19
14.1509,6.20683
14.1509,6.2244
14.1509,6.24094
14.1509,6.25652
14.1509,6.2738
14.1509,6.29008
14.1509,6.3061
14.1509,6.32437
14.1509,6.33946
14.1509,6.35661
14.1509,6.37283
14.1509,6.39097
14.1509,6.40758
14.1509,6.42295
14.1509,6.43986
14.1509,6.4573
14.1509,6.47313
14.1509,6.48973
14.1509,6.50724
14.1509,6.52381
14.1509,6.5412
14.1509,6.55664
14.1509,6.57296
14.1509,6.58987
14.1509,6.60647
14.1509,6.6237
14.1509,6.64077
14.1509,6.6564
14.1509,6.67398
14.1509,6.69177
14.1509,6.70612
14.1509,6.72368
14.1509,6.74082
14.1509,6.75643
14.1509,6.773
14.1509,6.79093
14.1509,6.80699
14.1509,6.82467
14.1509,6.84131
14.1509,6.85701
14.1509,6.87345
14.1509,6.89109
14.1509,6.90619
14.1509,6.92292
14.1509,6.93983
14.1509,6.95662
14.1509,6.97404
14.1509,6.99106
14.1509,7.00625
14.1509,7.02385
14.1509,7.03997
14.1509,7.05787
14.1509,7.07365
14.1509,7.08967
14.1509,7.10739
14.1509,7.12401
14.1509,7.13972
14.1959,7.15803
14.1959,7.17378
14.1959,7.19118
14.1959,7.20739
14.1959,7.22289
14.1959,7.24103
14.1959,7.25805
14.1959,7.27301
14.1959,7.2896
14.1959,7.30775
14.1959,7.3243
14.1959,7.33963
14.1959,7.35622
14.1959,7.37356
14.1959,7.39105
14.1959,7.40774
14.1959,7.42334
14.1959,7.43981
14.1959,7.45737
14.1959,7.47341
14.1959,7.49144
14.1959,7.50642
14.1959,7.52295
14.1959,7.54036
14.1959,7.55727
14.1959,7.57309
14.1959,7.59065
14.1959,7.60842
14.1959,7.62281
14.1959,7.6407
14.1959,7.65803
14.1959,7.67385
14.1959,7.69042
14.1959,7.70853
14.1959,7.72397
14.1959,7.74179
14.1959,7.75846
14.1959,7.77376
14.1959,7.7904
14.1959,7.80787
14.1959,7.82328
14.1959,7.83997
14.1959,7.8562
14.1959,7.87313
14.1959,7.89101
14.1959,7.90801
14.1959,7.9231
14.1959,7.94037
14.1959,7.95657
14.1959,7.97509
14.1959,7.99086
14.1959,8.00694
14.1959,8.02467
14.1959,8.04121
14.1959,8.05688
14.1959,8.0736
14.1959,8.0911
14.1959,8.10654
14.1959,8.12328
14.1959,8.13956
14.1959,8.1567
14.1959,8.17352
14.1959,8.19069
14.1959,8.20705
14.1959,8.22458
14.1959,8.24126
14.1959,8.25693
14.1959,8.27297
14.1959,8.29101
14.1959,8.30684
14.1959,8.32331
14.1959,8.34089
14.1959,8.35696
14.1959,8.3745
14.1959,8.39
14.1959,8.40646
14.1959,8.42317
14.1959,8.43989
14.1959,8.45684
14.1959,8.47396
14.1959,8.48958
14.1959,8.50675
14.1959,8.52471
14.1959,8.54174
14.1959,8.55667
14.1877,8.57397
14.1877,8.58962
14.1877,8.60845
14.1877,8.62413
14.1877,8.64025
14.1877,8.6578
14.1877,8.67465
14.1877,8.69009
14.1877,8.70848
14.1877,8.72405
14.1877,8.74117
14.1877,8.75756
14.1877,8.77293
14.1877,8.79127
14.1877,8.80654
14.1877,8.82348
14.1877,8.83993
14.1877,8.85768
14.1877,8.87435
14.1877,8.88972
14.1877,8.90642
14.1877,8.92357
14.1877,8.94135
14.1877,8.95792
14.1877,8.97373
14.1877,8.99074
14.1877,9.00649
14.1877,9.02406
14.1877,9.0405
14.1877,9.05623
14.1877,9.07464
14.1877,9.08962
14.1877,9.10685
14.1877,9.12323
14.1877,9.14101
14.1877,9.15764
14.1877,9.17319
14.1877,9.19016
14.1877,9.20677
14.1877,9.22445
14.1877,9.24083
14.1877,9.25655
14.1877,9.27479
14.1877,9.29041
14.1877,9.30685
14.1877,9.32517
14.1877,9.33992
14.1877,9.35659
14.1877,9.37375
14.1877,9.39067
14.1877,9.40636
14.1877,9.42366
14.1877,9.43955
14.1877,9.45633
14.1877,9.47358
14.1877,9.49124
14.1877,9.50682
14.1877,9.52338
14.1877,9.54142
14.1877,9.55719
14.1877,9.57487
14.1877,9.59148
14.1877,9.60691
14.1877,9.62276
14.1877,9.64142
14.1877,9.65643
14.1877,9.67316
14.1877,9.68964
14.1877,9.7065
14.1877,9.72427
14.1877,9.74117
14.1877,9.75633
14.1877,9.7732
14.1877,9.79211
14.1877,9.80741
14.1877,9.82314
14.1877,9.84108
14.1877,9.85658
14.1877,9.8733
14.1877,9.89095
14.1877,9.90725
14.1877,9.92294
14.1877,9.94032
14.1877,9.95657
14.1877,9.97292
14.1746,9.99113
14.1746,10.0064
14.1746,10.0237
14.1746,10.0402
14.1746,10.0585
14.1746,10.0752
14.1746,10.0905
14.1746,10.1065
14.1746,10.1248
14.1746,10.1405
14.1746,10.1571
14.1746,10.1748
14.1746,10.1909
14.1746,10.2063
14.1746,10.224
14.1746,10.2405
14.1746,10.2562
14.1746,10.2747
14.1746,10.2895
14.1746,10.3068
14.1746,10.3233
14.1746,10.3414
14.1746,10.3581
14.1746,10.3732
14.1746,10.3902
14.1746,10.4075
14.1746,10.423
14.1746,10.4395
14.1746,10.4572
14.1746,10.474
14.1746,10.4896
14.1746,10.5068
14.1746,10.5234
14.1746,10.5399
14.1746,10.557
14.1746,10.574
14.1746,10.5914
14.1746,10.6066
14.1746,10.6232
14.1746,10.6404
14.1746,10.6569
14.1746,10.6743
14.1746,10.6912
14.1746,10.7068
14.1746,10.7233
14.1746,10.7413
14.1746,10.757
14.1746,10.7748
14.1746,10.7917
14.1746,10.8072
14.1746,10.8239
14.1746,10.8412
14.1746,10.8562
14.1746,10.873
14.1746,10.8897
14.1746,10.9064
14.1746,10.9244
14.1746,10.9413
14.1746,10.9562
14.1746,10.9737
14.1746,10.9897
14.1746,11.0075
14.1746,11.0235
14.1746,11.0406
14.1746,11.0562
14.1746,11.0748
14.1746,11.0902
14.1746,11.1067
14.1746,11.1241
14.1746,11.1418
14.1746,11.1563
14.1746,11.1728
14.1746,11.1897
14.1746,11.2076
14.1746,11.2231
14.1746,11.2405
14.1746,11.2575
14.1746,11.2731
14.1746,11.2896
14.1746,11.308
14.1746,11.3241
14.1746,11.3397
14.1746,11.3567
14.1746,11.3741
14.1421,11.3898
14.1421,11.4063
14.1421,11.4236
14.1421,11.4405
14.1421,11.4563
14.1421,11.4736
14.1421,11.4915
14.1421,11.5067
14.1421,11.524
14.1421,11.541
14.1421,11.5566
14.1421,11.5732
14.1421,11.5911
14.1421,11.6068
14.1421,11.6244
14.1421,11.6412
14.1421,11.6566
14.1421,11.6755
14.1421,11.6908
14.1421,11.7082
14.1421,11.7248
14.1421,11.7398
14.1421,11.7563
14.1421,11.774
14.1421,11.791
14.1421,11.8076
14.1421,11.8232
14.1421,11.8399
14.1421,11.8572
14.1421,11.8733
14.1421,11.8917
14.1421,11.9073
14.1421,11.9241
14.1421,11.9397
14.1421,11.9577
14.1421,11.9734
14.1421,11.9906
14.1421,12.0069
14.1421,12.0234
14.1421,12.04
14.1421,12.0572
14.1421,12.0744
14.1421,12.0895
14.1421,12.1068
14.1421,12.1236
14.1421,12.1404
14.1421,12.158
14.1421,12.1732
14.1421,12.191
14.1421,12.2074
14.1421,12.2229
14.1421,12.2398
14.1421,12.2574
14.1421,12.2735
14.1421,12.2915
14.1421,12.3068
14.1421,12.3237
14.1421,12.3413
14.1421,12.3581
14.1421,12.3729
14.1421,12.3901
14.1421,12.4069
14.1421,12.4236
14.1421,12.441
14.1421,12.4577
14.1421,12.4734
14.1421,12.4901
14.1421,12.508
14.1421,12.5242
14.1421,12.5397
14.1421,12.5587
14.1421,12.5738
14.1421,12.5905
14.1421,12.6081
14.1421,12.6232
14.1421,12.6402
14.1421,12.6562
14.1421,12.6731
14.1421,12.6904
14.1421,12.7073
14.1421,12.7236
14.1421,12.7395
14.1421,12.7586
14.1421,12.7737
14.1421,12.7898
14.1855,12.807
14.1855,12.8246
14.1855,12.8414
14.1855,12.8568
14.1855,12.8729
14.1855,12.8906
14.1855,12.9066
14.1855,12.9243
14.1855,12.9401
14.1855,12.9576
14.1855,12.9733
14.1855,12.99
14.1855,13.0063
14.1855,13.0236
14.1855,13.0404
14.1855,13.0575
14.1855,13.0734
14.1855,13.091
14.1855,13.108
14.1855,13.1232
14.1855,13.1399
14.1855,13.1569
14.1855,13.1747
14.1855,13.1914
14.1855,13.2069
14.1855,13.2232
14.1855,13.2408
14.1855,13.2574
14.1855,13.2753
14.1855,13.29
14.1855,13.3071
14.1855,13.3242
14.1855,13.3415
14.1855,13.3563
14.1855,13.3731
14.1855,13.3902
14.1855,13.4068
14.1855,13.4241
14.1855,13.4396
14.1855,13.4573
14.1855,13.4738
14.1855,13.4914
14.1855,13.507
14.1855,13.5247
14.1855,13.5415
14.1855,13.5568
14.1855,13.573
14.1855,13.5905
14.1855,13.6079
14.1855,13.6239
14.1855,13.6397
14.1855,13.6563
14.1855,13.6735
14.1855,13.6908
14.1855,13.707
14.1855,13.723
14.1855,13.7421
14.1855,13.7574
14.1855,13.7739
14.1855,13.7906
14.1855,13.8086
14.1855,13.8229
14.1855,13.8402
14.1855,13.8573
14.1855,13.8751
14.1855,13.8903
14.1855,13.9066
14.1855,13.9232
14.1855,13.9399
14.1855,13.9571
14.1855,13.9739
14.1855,13.9899
14.1855,14.0067
14.1855,14.0239
14.1855,14.0407
14.1855,14.0565
14.1855,14.0741
14.1855,14.0908
14.1855,14.1062
14.1855,14.1243
14.1855,14.1415
14.1855,14.1571
14.1855,14.1737
14.1855,14.1911
14.2665,14.2068
14.2665,14.2246
14.2665,14.2411
14.2665,14.2564
14.2665,14.2752
14.2665,14.2907
14.2665,14.3064
14.2665,14.3231
14.2665,14.3396
14.2665,14.3567
14.2665,14.3738
14.2665,14.3909
14.2665,14.4067
14.2665,14.4247
14.2665,14.4418
14.2665,14.4571
14.2665,14.473
14.2665,14.4898
14.2665,14.5072
14.2665,14.5238
14.2665,14.5411
14.2665,14.5567
14.2665,14.5743
14.2665,14.5911
14.2665,14.6079
14.2665,14.6238
14.2665,14.6415
14.2665,14.6569
14.2665,14.6729
14.2665,14.6901
14.2665,14.7066
14.2665,14.724
14.2665,14.7407
14.2665,14.7562
14.2665,14.7734
14.2665,14.791
14.2665,14.808
14.2665,14.8237
14.2665,14.8397
14.2665,14.8566
14.2665,14.8738
14.2665,14.8896
14.2665,14.9066
14.2665,14.9242
14.2665,14.9409
14.2665,14.9582
14.2665,14.9748
14.2665,14.9902
14.2665,15.0063
14.2665,15.0237
14.2665,15.0413
14.2665,15.0568
14.2665,15.0741
14.2665,15.09
14.2665,15.1067
14.2665,15.1233
14.2665,15.1407
14.2665,15.1573
14.2665,15.173
14.2665,15.19
14.2665,15.2078
14.2665,15.2253
14.2665,15.2395
14.2665,15.2568
14.2665,15.273
14.2665,15.2908
14.2665,15.3063
14.2665,15.3241
14.2665,15.3397
14.2665,15.3566
14.2665,15.3734
14.2665,15.3918
14.2665,15.4073
14.2665,15.4234
14.2665,15.4409
14.2665,15.4587
14.2665,15.4742
14.2665,15.4918
14.2665,15.5074
14.2665,15.5235
14.2665,15.5399
14.2665,15.5573
14.2665,15.5738
14.2665,15.5895
14.3696,15.6062
14.3696,15.624
14.3696,15.6412
14.3696,15.6568
14.3696,15.673
14.3696,15.6921
14.3696,15.7074
14.3696,15.723
14.3696,15.7399
14.3696,15.7576
14.3696,15.7743
14.3696,15.7913
14.3696,15.8071
14.3696,15.8247
14.3696,15.8414
14.3696,15.8585
14.3696,15.8744
14.3696,15.89
14.3696,15.9074
14.3696,15.9232
14.3696,15.9402
14.3696,15.9565
14.3696,15.974
14.3696,15.9905
14.3696,16.0063
14.3696,16.0234
14.3696,16.0404
14.3696,16.0572
14.3696,16.0735
14.3696,16.0907
14.3696,16.1075
14.3696,16.1237
14.3696,16.1403
14.3696,16.1573
14.3696,16.173
14.3696,16.1895
14.3696,16.2068
14.3696,16.223
14.3696,16.2406
14.3696,16.2574
14.3696,16.2746
14.3696,16.2904
14.3696,16.3082
14.3696,16.3234
14.3696,16.342
14.3696,16.3566
14.3696,16.373
14.3696,16.3905
14.3696,16.407
14.3696,16.4228
14.3696,16.4404
14.3696,16.4574
14.3696,16.4743
14.3696,16.4896
14.3696,16.5071
14.3696,16.5237
14.3696,16.54
14.3696,16.5566
14.3696,16.574
14.3696,16.5906
14.3696,16.6065
14.3696,16.6234
14.3696,16.6396
14.3696,16.6573
14.3696,16.6737
14.3696,16.6905
14.3696,16.7067
14.3696,16.7243
14.3696,16.7396
14.3696,16.7578
14.3696,16.7738
14.3696,16.7911
14.3696,16.8063
14.3696,16.8245
14.3696,16.8397
14.3696,16.8587
14.3696,16.8735
14.3696,16.8904
14.3696,16.9065
14.3696,16.9233
14.3696,16.9402
14.3696,16.9563
14.3696,16.9731
14.4162,16.9903
14.4162,17.0064
14.4162,17.0243
14.4162,17.0398
14.4162,17.0566
14.4162,17.0742
14.4162,17.0909
14.4162,17.108
14.4162,17.1238
14.4162,17.1396
14.4162,17.1581
14.4162,17.173
14.4162,17.1911
14.4162,17.2066
14.4162,17.2244
14.4162,17.2404
14.4162,17.2562
14.4162,17.2748
14.4162,17.2898
14.4162,17.307
14.4162,17.3232
14.4162,17.3403
14.4162,17.3572
14.4162,17.3734
14.4162,17.39
14.4162,17.4067
14.4162,17.423
14.4162,17.441
14.4162,17.4565
14.4162,17.4732
14.4162,17.4908
14.4162,17.5074
14.4162,17.5244
14.4162,17.5398
14.4162,17.5575
14.4162,17.5743
14.4162,17.591
14.4162,17.6075
14.4162,17.6229
14.4162,17.6405
14.4162,17.6567
14.4162,17.673
14.4162,17.6898
14.4162,17.7071
14.4162,17.7238
14.4162,17.7397
14.4162,17.7587
14.4162,17.7734
14.4162,17.7901
14.4162,17.8065
14.4162,17.8238
14.4162,17.8408
14.4162,17.857
14.4162,17.8732
14.4162,17.8898
14.4162,17.9087
14.4162,17.9241
14.4162,17.9398
14.4162,17.9565
14.4162,17.9744
14.4162,17.991
14.4162,18.0084
14.4162,18.0237
14.4162,18.0413
14.4162,18.0582
14.4162,18.073
14.4162,18.0907
14.4162,18.1085
14.4162,18.1237
14.4162,18.1401
14.4162,18.1566
14.4162,18.1752
14.4162,18.1903
14.4162,18.2069
14.4162,18.2231
14.4162,18.2422
14.4162,18.2573
14.4162,18.2739
14.4162,18.29
14.4162,18.3069
14.4162,18.3237
14.4162,18.3404
14.4162,18.3571
14.4523,18.3741
14.4523,18.3896
14.4523,18.4064
14.4523,18.4235
14.4523,18.4411
14.4523,18.4566
14.4523,18.4733
14.4523,18.4898
14.4523,18.5075
14.4523,18.523
14.4523,18.5418
14.4523,18.5567
14.4523,18.574
14.4523,18.5897
14.4523,18.6074
14.4523,18.6231
14.4523,18.6397
14.4523,18.6579
14.4523,18.6729
14.4523,18.6898
14.4523,18.707
14.4523,18.7231
14.4523,18.7401
14.4523,18.7564
14.4523,18.773
14.4523,18.7904
14.4523,18.8064
14.4523,18.8244
14.4523,18.84
14.4523,18.8573
14.4523,18.8749
14.4523,18.8916
14.4523,18.9066
14.4523,18.9249
14.4523,18.9402
14.4523,18.9566
14.4523,18.9737
14.4523,18.9911
14.4523,19.0066
14.4523,19.0241
14.4523,19.0397
14.4523,19.0565
14.4523,19.0733
14.4523,19.0906
14.4523,19.1071
14.4523,19.1231
14.4523,19.14
14.4523,19.1572
14.4523,19.1742
14.4523,19.1898
14.4523,19.2077
14.4523,19.2245
14.4523,19.2397
14.4523,19.2575
14.4523,19.2747
14.4523,19.2905
14.4523,19.3075
14.4523,19.3247
14.4523,19.3404
14.4523,19.3562
14.4523,19.3748
14.4523,19.3897
14.4523,19.4074
14.4523,19.4253
14.4523,19.4407
14.4523,19.4563
14.4523,19.4734
14.4523,19.4896
14.4523,19.5068
14.4523,19.5233
14.4523,19.5398
14.4523,19.5582
14.4523,19.573
14.4523,19.5897
14.4523,19.6066
14.4523,19.6229
14.4523,19.64
14.4523,19.6568
14.4523,19.6729
14.4523,19.69
14.4523,19.7067
14.4523,19.7242
14.4523,19.7397
14.4425,19.7567
14.4425,19.7747
14.4425,19.7912
14.4425,19.8085
14.4425,19.8239
14.4425,19.8397
14.4425,19.8568
14.4425,19.8736
14.4425,19.8918
14.4425,19.9071
14.4425,19.9246
14.4425,19.9404
14.4425,19.9566
14.4425,19.9735
14.4425,19.9908
14.4425,20.0075
14.4425,20.023
14.4425,20.0404
14.4425,20.0575
14.4425,20.0742
14.4425,20.0895
14.4425,20.1072
14.4425,20.1239
14.4425,20.1404
14.4425,20.157
14.4425,20.174
14.4425,20.1905
14.4425,20.2082
14.4425,20.2231
14.4425,20.2409
14.4425,20.2565
14.4425,20.2734
14.4425,20.2903
14.4425,20.3071
14.4425,20.3249
14.4425,20.3404
14.4425,20.3564
14.4425,20.373
14.4425,20.3898
14.4425,20.4074
14.4425,20.4241
14.4425,20.4396
14.4425,20.4568
14.4425,20.4739
14.4425,20.4906
14.4425,20.5072
14.4425,20.5236
14.4425,20.5404
14.4425,20.5568
14.4425,20.5734
14.4425,20.5905
14.4425,20.6066
14.4425,20.6245
14.4425,20.6397
14.4425,20.6577
14.4425,20.6734
14.4425,20.6903
14.4425,20.707
14.4425,20.723
14.4425,20.7406
14.4425,20.7566
14.4425,20.7741
14.4425,20.7916
14.4425,20.8072
14.4425,20.8249
14.4425,20.8407
14.4425,20.8563
14.4425,20.8744
14.4425,20.8915
14.4425,20.9085
14.4425,20.9236
14.4425,20.9397
14.4425,20.9565
14.4425,20.9732
14.4425,20.9897
14.4425,21.0064
14.4425,21.0233
14.4425,21.0406
14.4425,21.0563
14.4425,21.0731
14.4425,21.0909
14.4425,21.1074
14.4425,21.1244
14.4362,21.1401
14.4362,21.1576
14.4362,21.1744
14.4362,21.191
14.4362,21.2071
14.4362,21.2248
14.4362,21.24
14.4362,21.2585
14.4362,21.2729
14.4362,21.2915
14.4362,21.3074
14.4362,21.3239
14.4362,21.3396
14.4362,21.3562
14.4362,21.3739
14.4362,21.3909
14.4362,21.4064
14.4362,21.4244
14.4362,21.4413
14.4362,21.4568
14.4362,21.4746
14.4362,21.4919
14.4362,21.5074
14.4362,21.524
14.4362,21.541
14.4362,21.5582
14.4362,21.5737
14.4362,21.5903
14.4362,21.6069
14.4362,21.6245
14.4362,21.6403
14.4362,21.6569
14.4362,21.6738
14.4362,21.692
14.4362,21.7075
14.4362,21.7252
14.4362,21.7407
14.4362,21.7568
14.4362,21.7735
14.4362,21.7905
14.4362,21.8074
14.4362,21.8231
14.4362,21.8402
14.4362,21.8572
14.4362,21.8741
14.4362,21.8896
14.4362,21.9079
14.4362,21.9248
14.4362,21.9401
14.4362,21.9578
14.4362,21.9735
14.4362,21.9911
14.4362,22.0078
14.4362,22.0249
14.4362,22.0401
14.4362,22.058
14.4362,22.0744
14.4362,22.0914
14.4362,22.1072
14.4362,22.1248
14.4362,22.1402
14.4362,22.1585
14.4362,22.1731
14.4362,22.1898
14.4362,22.2072
14.4362,22.2238
14.4362,22.2399
14.4362,22.2567
14.4362,22.2738
14.4362,22.2905
14.4362,22.3072
14.4362,22.324
14.4362,22.3409
14.4362,22.3577
14.4362,22.3739
